Species,Species taxid,16S gene count
Methylophilales bacterium HTCC2181,383631,1.0
Methylophilus sp. TWE2,1662285,2.0
Methylorubrum extorquens,408,5.0
Methylorubrum populi,223967,5.0
Methylorubrum zatmanii,29429,5.0
Methylosinus trichosporium,426,3.0
Methylotenera mobilis,359408,2.0
Methylotenera versatilis,1055487,3.0
Methyloversatilis sp. RAC08,1842540,2.0
Methylovorus glucosotrophus,266009,2.0
Methylovorus sp. MP688,887061,2.0
Methylovulum psychrotolerans,1704499,1.0
Micavibrio aeruginosavorus,349221,1.0
Microbacterium aurum,36805,1.0
Microbacterium chocolatum,84292,2.0
Microbacterium foliorum,104336,2.0
Microbacterium hominis,162426,2.0
Microbacterium paludicola,300019,2.0
Microbacterium sp. 1.5R,1916917,2.0
Microbacterium sp. BH-3-3-3,1906742,3.0
Microbacterium sp. CGR1,1696072,2.0
Microbacterium sp. No. 7,1714373,2.0
Microbacterium sp. PAMC 28756,1795053,2.0
Microbacterium sp. TPU 3598,1938334,2.0
Microbacterium sp. XT11,367477,2.0
Microbacterium sp. str. 'China',2103230,2.0
Microbacterium testaceum,2033,2.0
Microbulbifer agarilyticus,260552,3.0
Microbulbifer aggregans,1769779,4.0
Microbulbifer sp. A4B17,359370,5.0
Microbulbifer thermotolerans,252514,3.0
Microcella alkaliphila,279828,1.0
Micrococcus luteus,1270,2.0
Microcoleus sp. PCC 7113,1173027,4.0
Microcystis aeruginosa,1126,2.0
Microcystis sp. MC19,1967666,2.0
Microlunatus phosphovorus,29405,1.0
Micromonospora aurantiaca,47850,3.0
Micromonospora sp. B006,2201999,3.0
Micromonospora sp. L5,648999,3.0
Micropruina glycogenica,75385,1.0
Microterricola viridarii,412690,3.0
Microvirga ossetica,1882682,4.0
Microvirga sp. 17 mud 1-3,2082949,3.0
Minicystis rosea,888845,4.0
Miniimonas sp. S16,2171623,2.0
Mitsuaria sp. 7,1658665,2.0
Mobiluncus curtisii,2051,2.0
Modestobacter marinus,477641,3.0
Mogibacterium diversum,114527,2.0
Moorea producens,1155739,2.0
Moorella thermoacetica,1525,1.0
Moraxella bovis,476,4.0
Moraxella bovoculi,386891,4.0
Moraxella catarrhalis,480,4.0
Moraxella osloensis,34062,4.0
Moraxella ovis,29433,4.0
Moraxellaceae bacterium HYN0046,2283318,4.0
Mordavella sp. Marseille-P3756,2086584,4.0
Morganella morganii,582,7.0
Moritella viscosa,80854,11.0
Moritella yayanosii,69539,16.0
Mucilaginibacter gotjawali,1550579,2.0
Mucilaginibacter sp. BJC16-A31,1234841,3.0
Mucilaginibacter sp. PAMC 26640,1300914,3.0
Mucinivorans hirudinis,1433126,2.0
Murdochiella vaginalis,1852373,2.0
Muribaculum intestinale,1796646,4.0
Muricauda lutaonensis,516051,2.0
Muricauda ruestringensis,111501,2.0
Mycetocola sp. CGMCC 1.16372,2079792,3.0
Mycobacterium avium,1764,1.0
Mycobacterium canettii,78331,1.0
Mycobacterium chimaera,222805,1.0
Mycobacterium colombiense,339268,1.0
Mycobacterium dioxanotrophicus,482462,3.0
Mycobacterium haemophilum,29311,1.0
Mycobacterium intracellulare,1767,1.0
Mycobacterium kansasii,1768,1.0
Mycobacterium leprae,1769,1.0
Mycobacterium lepraemurium,64667,1.0
Mycobacterium liflandii,261524,1.0
Mycobacterium marinum,1781,2.0
Mycobacterium marseillense,701042,1.0
Mycobacterium paraintracellulare,1138383,1.0
Mycobacterium shigaense,722731,1.0
Mycobacterium sp. EPa45,1545728,2.0
Mycobacterium sp. JLS,164757,2.0
Mycobacterium sp. JS623,212767,2.0
Mycobacterium sp. KMS,189918,2.0
Mycobacterium sp. MCS,164756,2.0
Mycobacterium sp. MOTT36Y,1168287,1.0
Mycobacterium sp. NRRL B-3805,1570328,2.0
Mycobacterium sp. PYR15,2051552,2.0
Mycobacterium sp. QIA-37,1561223,1.0
Mycobacterium sp. VKM Ac-1817D,1273687,2.0
Mycobacterium sp. WY10,1920667,2.0
Mycobacterium sp. YC-RL4,1682113,2.0
Mycobacterium sp. djl-10,1879023,2.0
Mycobacterium tuberculosis,1773,1.0
Mycobacterium ulcerans,1809,1.0
Mycobacteroides abscessus,36809,1.0
Mycobacteroides chelonae,1774,1.0
Mycobacteroides immunogenum,83262,2.0
Mycobacteroides saopaulense,1578165,1.0
Mycolicibacter sinensis,875328,2.0
Mycolicibacter terrae,1788,2.0
Mycolicibacterium aurum,1791,2.0
Mycolicibacterium chubuense,1800,2.0
Mycolicibacterium fortuitum,1766,2.0
Mycolicibacterium gilvum,1804,2.0
Mycolicibacterium goodii,134601,2.0
Mycolicibacterium litorale,758802,2.0
Mycolicibacterium neoaurum,1795,2.0
Mycolicibacterium phlei,1771,2.0
Mycolicibacterium rhodesiae,36814,2.0
Mycolicibacterium smegmatis,1772,2.0
Mycolicibacterium thermoresistibile,1797,2.0
Mycolicibacterium vaccae,1810,2.0
Mycolicibacterium vanbaalenii,110539,2.0
Mycoplasma agalactiae,2110,2.0
Mycoplasma alkalescens,45363,2.0
Mycoplasma anatis,171279,2.0
Mycoplasma anseris,92400,2.0
Mycoplasma arginini,2094,2.0
Mycoplasma arthritidis,2111,1.0
Mycoplasma bovigenitalium,2112,2.0
Mycoplasma bovirhinis,29553,3.0
Mycoplasma bovis,28903,2.0
Mycoplasma bovoculi,45362,1.0
Mycoplasma californicum,2113,2.0
Mycoplasma canadense,29554,2.0
Mycoplasma canis,29555,3.0
Mycoplasma capricolum,2095,2.0
Mycoplasma cloacale,92401,1.0
Mycoplasma crocodyli,50052,2.0
Mycoplasma cynos,171284,3.0
Mycoplasma dispar,86660,1.0
Mycoplasma edwardii,53558,3.0
Mycoplasma fermentans,2115,2.0
Mycoplasma flocculare,2128,1.0
Mycoplasma gallisepticum,2096,2.0
Mycoplasma genitalium,2097,1.0
Mycoplasma haemocanis,136241,1.0
Mycoplasma haemofelis,29501,1.0
Mycoplasma hominis,2098,2.0
Mycoplasma hyopneumoniae,2099,1.0
Mycoplasma hyorhinis,2100,1.0
Mycoplasma leachii,2105,2.0
Mycoplasma mobile,2118,1.0
Mycoplasma mycoides,2102,2.0
Mycoplasma orale,2121,1.0
Mycoplasma ovis,171632,2.0
Mycoplasma parvum,984991,1.0
Mycoplasma penetrans,28227,1.0
Mycoplasma phocidae,142651,3.0
Mycoplasma pneumoniae,2104,1.0
Mycoplasma pullorum,48003,2.0
Mycoplasma pulmonis,2107,1.0
Mycoplasma putrefaciens,2123,2.0
Mycoplasma sp. (ex Biomphalaria glabrata),1749074,1.0
Mycoplasma suis,57372,1.0
Mycoplasma synoviae,2109,2.0
Mycoplasma wenyonii,65123,1.0
Mycoplasma yeatsii,51365,2.0
Myroides odoratimimus,76832,9.0
Myroides profundi,480520,5.0
Myroides sp. A21,1583100,8.0
Myroides sp. ZB35,1458492,9.0
Myxococcus fulvus,33,3.0
Myxococcus hansupus,1297742,4.0
Myxococcus macrosporus,35,4.0
Myxococcus stipitatus,83455,3.0
Myxococcus xanthus,34,4.0
Nakamurella multipartita,53461,2.0
Natranaerobius thermophilus,375929,4.0
Natrialba magadii,13769,3.0
Natrialbaceae archaeon JW/NM-HA 15,1902251,2.0
Natrinema pellirubrum,69525,3.0
Natrinema sp. J7-2,406552,3.0
Natrinema sp. XA3-1,231715,4.0
Natronobacterium gregoryi,44930,3.0
Natronococcus occultus,29288,4.0
Natronolimnobius sp. AArc-Mg,2086290,3.0
Natronolimnobius sp. AArc1,2044521,3.0
Natronomonas moolapensis,416273,1.0
Natronomonas pharaonis,2257,1.0
Nautilia profundicola,244787,4.0
Ndongobacter massiliensis,1871025,3.0
Negativicoccus massiliensis,1702287,4.0
Neisseria cinerea,483,4.0
Neisseria elongata,495,4.0
Neisseria gonorrhoeae,485,4.0
Neisseria lactamica,486,4.0
Neisseria meningitidis,487,4.0
Neisseria mucosa,488,4.0
Neisseria polysaccharea,489,4.0
Neisseria sicca,490,4.0
Neisseria sp. 10022,1853276,3.0
Neisseria sp. 10023,1853278,4.0
Neisseria sp. KEM232,655307,1.0
Neisseria subflava,28449,4.0
Neisseria weaveri,28091,4.0
Neisseria zoodegmatis,326523,4.0
Neisseriaceae bacterium DSM 100970,2052837,4.0
Neoasaia chiangmaiensis,320497,4.0
Neomicrococcus aestuarii,556325,3.0
Neorhizobium galegae,399,3.0
Neorhizobium sp. SOG26,2060726,4.0
Neorickettsia helminthoeca,33994,1.0
Neorickettsia risticii,950,1.0
Neorickettsia sennetsu,951,1.0
Niabella ginsenosidivorans,1176587,2.0
Niabella soli,446683,2.0
Niastella koreensis,354356,3.0
Nitratifractor salsuginis,269261,2.0
Nitratireductor basaltis,472175,1.0
Nitratireductor sp. OM-1,1756988,2.0
Nitratiruptor sp. SB155-2,387092,3.0
Nitrobacter hamburgensis,912,1.0
Nitrobacter winogradskyi,913,1.0
Nitrosococcus halophilus,133539,2.0
Nitrosococcus oceani,1229,2.0
Nitrosococcus watsonii,473531,2.0
Nitrosomonas communis,44574,1.0
Nitrosomonas europaea,915,1.0
Nitrosomonas eutropha,916,1.0
Nitrosomonas sp. AL212,153948,1.0
Nitrosomonas sp. Is79A3,261292,1.0
Nitrosomonas ureae,44577,1.0
Nitrososphaera viennensis,1034015,1.0
Nitrosospira briensis,35799,1.0
Nitrosospira lacus,1288494,1.0
Nitrosospira multiformis,1231,1.0
Nitrospira defluvii,330214,1.0
Nitrospira japonica,1325564,1.0
Nitrospira moscoviensis,42253,1.0
Nitrospirillum amazonense,28077,5.0
Niveispirillum cyanobacteriorum,1612173,4.0
Nocardia brasiliensis,37326,3.0
Nocardia cyriacigeorgica,135487,3.0
Nocardia farcinica,37329,3.0
Nocardia nova,37330,3.0
Nocardia seriolae,37332,4.0
Nocardia soli,134962,3.0
Nocardia terpenica,455432,3.0
Nocardioides dokdonensis,450734,3.0
Nocardioides sp. 78,2045452,3.0
Nocardioides sp. JS614,196162,2.0
Nocardiopsis alba,53437,5.0
Nocardiopsis dassonvillei,2014,5.0
Nocardiopsis gilva,280236,6.0
Nodularia spumigena,70799,4.0
Nonlabens dokdonensis,328515,2.0
Nonlabens sediminis,319236,3.0
Nonlabens sp. MB-3u-79,2058134,3.0
Nonlabens sp. MIC269,1476901,3.0
Nonomuraea sp. ATCC 55076,1909395,5.0
Nostoc flagelliforme,1306274,6.0
Nostoc punctiforme,272131,4.0
Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',1618022,3.0
Nostoc sp. 'Peltigera membranacea cyanobiont' N6,1261031,4.0
Nostoc sp. CENA543,1869241,5.0
Nostoc sp. NIES-3756,1751286,4.0
Nostoc sp. PCC 7107,317936,4.0
Nostoc sp. PCC 7120,103690,4.0
Nostoc sp. PCC 7524,28072,5.0
Nostoc sphaeroides,446679,4.0
Nostocales cyanobacterium HT-58-2,1940762,4.0
Novibacillus thermophilus,1471761,4.0
Novosphingobium aromaticivorans,48935,3.0
Novosphingobium pentaromativorans,205844,3.0
Novosphingobium resinovorum,158500,3.0
Novosphingobium sp. P6W,1609758,5.0
Novosphingobium sp. PP1Y,702113,3.0
Novosphingobium sp. THN1,1016987,3.0
Obesumbacterium proteus,82983,8.0
Oblitimonas alkaliphila,1697053,4.5
Oceanicoccus sagamiensis,716816,2.0
Oceanimonas sp. GK1,511062,7.0
Oceanisphaera avium,1903694,8.0
Oceanisphaera profunda,1416627,8.0
Oceanithermus profundus,187137,2.0
Oceanobacillus iheyensis,182710,7.5
Oceanobacillus sp. 143,2055874,10.0
Oceanobacillus sp. 160,2052660,10.0
Ochrobactrum anthropi,529,4.0
Ochrobactrum pituitosum,571256,5.0
Ochrobactrum pseudogrignonense,419475,5.0
Ochrobactrum sp. A44,271865,4.0
Octadecabacter antarcticus,1217908,2.0
Octadecabacter arcticus,53946,2.0
Octadecabacter temperatus,1458307,1.0
Odoribacter splanchnicus,28118,4.0
Oenococcus oeni,1247,2.0
Oleiphilus messinensis,141451,5.0
Oleispira antarctica,188908,5.0
Oligella urethralis,90245,3.0
Oligotropha carboxidovorans,40137,1.0
Olleya aquimaris,639310,4.0
Olleya sp. Bg11-27,2058135,4.0
Olsenella sp. Marseille-P2300,1805478,2.0
Olsenella sp. oral taxon 807,712411,2.0
Olsenella uli,133926,1.0
Onion yellows phytoplasma,100379,2.0
Opitutaceae bacterium TAV5,794903,1.0
Opitutus terrae,107709,1.0
Orientia tsutsugamushi,784,1.0
Ornithinimicrobium sp. AMA3305,2283195,2.0
Ornithobacterium rhinotracheale,28251,3.0
Orrella dioscoreae,1851544,2.0
Oscillatoria acuminata,118323,3.0
Oscillatoria nigro-viridis,482564,2.0
Oscillibacter valericigenes,351091,3.0
Ottowia oryzae,2109914,2.0
Ottowia sp. oral taxon 894,1658672,3.0
Owenweeksia hongkongensis,253245,2.0
Oxalobacter formigenes,847,1.5
Paenalcaligenes hominis,643674,3.0
Paenarthrobacter aurescens,43663,6.0
Paenibacillus beijingensis,1126833,9.0
Paenibacillus borealis,160799,10.0
Paenibacillus bovis,1616788,9.0
Paenibacillus crassostreae,1763538,10.0
Paenibacillus donghaensis,414771,9.0
Paenibacillus durus,44251,9.5
Paenibacillus graminis,189425,10.0
Paenibacillus ihbetae,1870820,9.0
Paenibacillus kribbensis,172713,10.0
Paenibacillus larvae,1464,8.0
Paenibacillus mucilaginosus,61624,13.0
Paenibacillus naphthalenovorans,162209,11.0
Paenibacillus odorifer,189426,10.0
Paenibacillus peoriae,59893,13.0
Paenibacillus polymyxa,1406,13.0
Paenibacillus riograndensis,483937,9.0
Paenibacillus sabinae,365617,9.0
Paenibacillus sp. 32O-W,1695218,6.0
Paenibacillus sp. BIHB4019,1870819,8.0
Paenibacillus sp. CAA11,1532905,13.0
Paenibacillus sp. DCT19,2211212,11.0
Paenibacillus sp. FSL H7-0357,1536774,9.0
Paenibacillus sp. FSL H7-0737,1536775,10.0
Paenibacillus sp. FSL P4-0081,1536769,10.0
Paenibacillus sp. FSL R5-0345,1536770,10.0
Paenibacillus sp. FSL R5-0912,1536771,10.0
Paenibacillus sp. FSL R7-0273,1536772,10.0
Paenibacillus sp. FSL R7-0331,1536773,10.0
Paenibacillus sp. IHBB 10380,1566358,12.0
Paenibacillus sp. JDR-2,324057,12.0
Paenibacillus sp. Y412MC10,481743,8.0
Paenibacillus sp. lzh-N1,2069255,15.0
Paenibacillus stellifer,169760,11.0
Paenibacillus swuensis,1178515,10.0
Paenibacillus terrae,159743,9.0
Paenibacillus xylanexedens,528191,12.0
Paenibacillus yonginensis,1462996,10.0
Paeniclostridium sordellii,1505,17.0
Palaeococcus pacificus,971279,2.0
Paludibacter propionicigenes,185300,3.0
Paludisphaera borealis,1387353,3.0
Pandoraea apista,93218,4.0
Pandoraea faecigallinarum,656179,4.0
Pandoraea norimbergensis,93219,4.0
Pandoraea oxalativorans,573737,4.0
Pandoraea pnomenusa,93220,4.0
Pandoraea pulmonicola,93221,4.0
Pandoraea sputorum,93222,4.0
Pandoraea thiooxydans,445709,2.0
Pandoraea vervacti,656178,4.0
Pannonibacter phragmitetus,121719,3.0
Pantoea agglomerans,549,7.0
Pantoea alhagi,1891675,7.0
Pantoea ananatis,553,7.0
Pantoea calida,665913,7.0
Pantoea gaviniae,665914,7.0
Pantoea rwandensis,1076550,7.0
Pantoea sp. At-9b,592316,7.0
Pantoea sp. PSNIH1,1484158,7.0
Pantoea sp. PSNIH2,1484157,7.0
Pantoea stewartii,66269,7.0
Pantoea vagans,470934,7.0
Parabacteroides distasonis,823,7.0
Parabacteroides sp. CT06,2025876,7.0
Paraburkholderia aromaticivorans,2026199,6.0
Paraburkholderia caffeinilytica,1761016,6.0
Paraburkholderia caledonica,134536,6.0
Paraburkholderia caribensis,75105,6.0
Paraburkholderia fungorum,134537,6.0
Paraburkholderia graminis,60548,6.0
Paraburkholderia hospita,169430,7.0
Paraburkholderia phenoliruptrix,252970,6.0
Paraburkholderia phymatum,148447,6.0
Paraburkholderia phytofirmans,261302,6.0
Paraburkholderia rhizoxinica,412963,3.0
Paraburkholderia sp. DCR13,2211211,4.0
Paraburkholderia sp. SOS3,1926494,4.0
Paraburkholderia sprentiae,948107,7.0
Paraburkholderia terrae,311230,6.0
Paraburkholderia terricola,169427,5.0
Paraburkholderia xenovorans,36873,6.0
Parachlamydia acanthamoebae,83552,3.0
Paracoccus aminophilus,34003,4.0
Paracoccus aminovorans,34004,3.0
Paracoccus contaminans,1945662,2.0
Paracoccus denitrificans,266,3.0
Paracoccus mutanolyticus,1499308,3.0
Paracoccus sp. BM15,1529068,2.0
Paracoccus sp. CBA4604,2065379,2.0
Paracoccus sp. SC2-6,2259340,2.0
Paracoccus yeei,147645,3.0
Paracoccus zhejiangensis,1077935,2.0
Parageobacillus thermoglucosidasius,1426,10.0
Paraglaciecola psychrophila,326544,6.0
Paraliobacillus sp. X-1125,2213194,9.0
Paraphotobacterium marinum,1755811,9.0
Pararhodospirillum photometricum,1084,1.0
Parasaccharibacter apium,1510841,1.0
Parascardovia denticolens,78258,2.0
Parvibaculum lavamentivorans,256618,1.0
Parvimonas micra,33033,3.0
Parvularcula bermudensis,208216,1.0
Pasteurella dagmatis,754,6.0
Pasteurella multocida,747,6.0
Paucibacter sp. KCTC 42545,1768242,6.0
Paucimonas lemoignei,29443,5.0
Pectobacterium atrosepticum,29471,7.0
Pectobacterium carotovorum,554,7.0
Pectobacterium parmentieri,1905730,7.0
Pectobacterium polaris,2042057,7.0
Pectobacterium wasabiae,55208,7.0
Pediococcus acidilactici,1254,5.0
Pediococcus claussenii,187452,4.0
Pediococcus damnosus,51663,4.0
Pediococcus inopinatus,114090,4.0
Pediococcus pentosaceus,1255,5.0
Pedobacter cryoconitis,188932,6.0
Pedobacter ginsengisoli,363852,5.0
Pedobacter heparinus,984,3.0
Pedobacter sp. PACM 27299,1727164,7.0
Pedobacter steynii,430522,4.0
Pelagibaca abyssi,1250539,2.0
Pelagibacterium halotolerans,531813,2.0
Pelobacter acetylenicus,29542,4.0
Pelobacter carbinolicus,19,2.0
Pelobacter propionicus,29543,4.0
Pelobacter sp. SFB93,1842532,3.0
Pelodictyon luteolum,1100,2.0
Pelodictyon phaeoclathratiforme,34090,3.0
Pelosinus fermentans,365349,9.0
Pelosinus sp. UFO1,484770,15.0
Peptoclostridium acidaminophilum,1731,7.0
Peptoniphilus sp. ING2-D1G,1912856,4.0
Peptostreptococcaceae bacterium oral taxon 929,2081703,4.0
Persephonella marina,309805,2.0
Persicobacter sp. JZB09,1085624,3.0
Petrimonas mucosa,1642646,2.0
Petrotoga mobilis,69499,2.0
Phaeobacter gallaeciensis,60890,4.0
Phaeobacter inhibens,221822,4.0
Phaeobacter piscinae,1580596,4.0
Phaeobacter porticola,1844006,4.0
Phaeobacter sp. LSS9,681157,4.0
Phenylobacterium sp. HYN0004,2201350,1.0
Phenylobacterium zucineum,284016,1.0
Phoenicibacter massiliensis,1944646,2.0
Photobacterium damselae,38293,15.0
Photobacterium gaetbulicola,1295392,9.0
Photobacterium profundum,74109,15.0
Photorhabdus asymbiotica,291112,7.0
Photorhabdus laumondii,2218628,7.0
Photorhabdus luminescens,29488,7.0
Photorhabdus thracensis,230089,7.0
Phreatobacter cathodiphilus,1868589,2.0
Phycisphaera mikurensis,547188,1.0
Phycisphaerae bacterium L21-RPul-D3,1940790,3.0
Phycisphaerae bacterium SM-Chi-D1,1851148,2.0
Phycisphaerae bacterium ST-NAGAB-D1,1936003,1.0
Phycisphaerae bacterium ST-PulAB-D4,1941349,3.0
Phyllobacterium zundukense,1867719,3.0
Phytobacter sp. SCO41,1756993,7.0
Picrophilus torridus,82076,1.0
Pimelobacter simplex,2045,2.0
Pirellula sp. SH-Sr6A,1632865,1.0
Pirellula staleyi,125,1.0
Piscirickettsia salmonis,1238,6.0
Planctomyces sp. SH-PL14,1632864,2.0
Planctomyces sp. SH-PL62,1636152,4.0
Planctopirus limnophila,120,2.0
Planococcus antarcticus,161360,9.0
Planococcus donghaensis,414778,11.0
Planococcus faecalis,1598147,9.0
Planococcus halocryophilus,1215089,10.0
Planococcus kocurii,1374,9.0
Planococcus maritimus,192421,9.0
Planococcus plakortidis,1038856,9.0
Planococcus rifietoensis,200991,9.0
Planococcus sp. MB-3u-03,2058136,9.0
Planococcus sp. PAMC 21323,1526927,8.0
Planococcus versutus,1302659,9.0
Plantactinospora sp. BB1,2071627,1.0
Plantactinospora sp. BC1,2108470,1.0
Plantactinospora sp. KBS50,2024580,3.0
Plautia stali symbiont,891974,4.0
Plesiomonas shigelloides,703,12.0
Pleurocapsa minor,54308,3.0
Pluralibacter gergoviae,61647,7.0
Polaribacter reichenbachii,996801,3.0
Polaribacter sp. ALD11,2058137,6.0
Polaribacter sp. BM10,1529069,6.0
Polaribacter sp. MED152,313598,2.0
Polaribacter vadi,1774273,3.0
Polaromonas naphthalenivorans,216465,2.0
Polaromonas sp. JS666,296591,1.0
Polymorphum gilvum,991904,2.0
Polynucleobacter asymbioticus,576611,1.0
Polynucleobacter difficilis,556054,1.0
Polynucleobacter duraquae,1835254,1.0
Polynucleobacter necessarius,576610,1.0
Polynucleobacter sp. MWH-Creno-4B4,1743172,1.0
Pontibacter akesuensis,388950,4.0
Pontibacter korlensis,400092,4.0
Pontimonas salivibrio,1159327,1.0
Porphyrobacter HT-58-2,2023229,1.0
Porphyrobacter neustonensis,1112,2.0
Porphyrobacter sp. LM 6,1896196,1.0
Porphyromonas asaccharolytica,28123,2.0
Porphyromonas crevioricanis,393921,4.0
Porphyromonas gingivalis,837,4.0
Pragia fontium,82985,7.0
Prauserella marina,530584,3.0
Prevotella dentalis,52227,5.0
Prevotella denticola,28129,4.0
Prevotella enoeca,76123,3.0
Prevotella fusca,589436,4.0
Prevotella intermedia,28131,4.0
Prevotella jejuni,1177574,4.0
Prevotella melaninogenica,28132,4.0
Prevotella ruminicola,839,4.0
Prevotella sp. oral taxon 299,652716,4.0
Prochlorococcus marinus,1219,1.0
Prochlorococcus sp. MIT 0604,1501268,1.0
Prochlorococcus sp. MIT 0801,1501269,1.0
Propionibacterium freudenreichii,1744,2.0
Propionibacterium sp. oral taxon 193,671223,3.0
Propionimicrobium sp. Marseille-P3275,1871034,2.0
Prosthecochloris aestuarii,1102,1.0
Prosthecochloris sp. CIB 2401,1868325,2.0
Prosthecochloris sp. GSB1,281093,2.0
Prosthecochloris sp. HL-130-GSB,1974213,2.0
Proteiniphilum saccharofermentans,1642647,2.0
Proteus mirabilis,584,7.0
Proteus vulgaris,585,7.0
Providencia alcalifaciens,126385,7.0
Providencia heimbachae,333962,7.0
Providencia rettgeri,587,7.0
Providencia sp. WCHPr000369,2027290,7.0
Providencia stuartii,588,7.0
Pseudanabaena sp. PCC 7367,82654,2.0
Pseudarcicella sp. HME7025,2183547,3.0
Pseudarthrobacter chlorophenolicus,85085,5.0
Pseudarthrobacter phenanthrenivorans,361575,4.0
Pseudarthrobacter sulfonivorans,121292,5.0
Pseudoalteromonas agarivorans,176102,8.0
Pseudoalteromonas aliena,247523,10.0
Pseudoalteromonas arctica,394751,9.0
Pseudoalteromonas atlantica,288,6.5
Pseudoalteromonas donghaensis,621376,8.0
Pseudoalteromonas espejiana,28107,8.0
Pseudoalteromonas haloplanktis,228,9.0
Pseudoalteromonas issachenkonii,152297,8.0
Pseudoalteromonas luteoviolacea,43657,12.0
Pseudoalteromonas marina,267375,8.0
Pseudoalteromonas nigrifaciens,28109,9.0
Pseudoalteromonas phenolica,161398,9.0
Pseudoalteromonas piratica,1348114,7.0
Pseudoalteromonas piscicida,43662,9.0
Pseudoalteromonas rubra,43658,10.0
Pseudoalteromonas sp. 13-15,1761891,9.0
Pseudoalteromonas sp. 1_2015MBL_MicDiv,1720343,9.0
Pseudoalteromonas sp. Bsw20308,283699,8.0
Pseudoalteromonas sp. NC201,1514074,9.0
Pseudoalteromonas sp. SM9913,234831,8.0
Pseudoalteromonas spongiae,298657,7.5
Pseudoalteromonas tetraodonis,43659,8.0
Pseudoalteromonas translucida,166935,9.0
Pseudoalteromonas tunicata,314281,10.0
Pseudoclostridium thermosuccinogenes,84032,4.0
Pseudodesulfovibrio aespoeensis,182210,2.0
Pseudodesulfovibrio indicus,1716143,1.0
Pseudodesulfovibrio profundus,57320,3.0
Pseudogulbenkiania sp. NH8B,748280,8.0
Pseudohongiella spirulinae,1249552,2.0
Pseudomonas aeruginosa,287,4.0
Pseudomonas alcaligenes,43263,3.0
Pseudomonas alcaliphila,101564,4.0
Pseudomonas alkylphenolica,237609,6.0
Pseudomonas amygdali,47877,5.0
Pseudomonas antarctica,219572,6.0
Pseudomonas avellanae,46257,5.0
Pseudomonas azotoformans,47878,5.5
Pseudomonas balearica,74829,4.0
Pseudomonas brassicacearum,930166,5.0
Pseudomonas cerasi,1583341,5.0
Pseudomonas chlororaphis,587753,5.0
Pseudomonas cichorii,36746,6.0
Pseudomonas citronellolis,53408,5.0
Pseudomonas corrugata,47879,5.0
Pseudomonas cremoricolorata,157783,6.0
Pseudomonas entomophila,312306,7.0
Pseudomonas fluorescens,294,6.0
Pseudomonas fragi,296,6.5
Pseudomonas frederiksbergensis,104087,7.0
Pseudomonas fulva,47880,5.5
Pseudomonas furukawaii,1149133,5.0
Pseudomonas knackmussii,65741,4.0
Pseudomonas koreensis,198620,6.0
Pseudomonas kribbensis,1628086,6.0
Pseudomonas lurida,244566,5.0
Pseudomonas mandelii,75612,6.0
Pseudomonas mendocina,300,4.0
Pseudomonas monteilii,76759,6.5
Pseudomonas mosselii,78327,7.0
Pseudomonas mucidolens,46679,5.0
Pseudomonas orientalis,76758,6.0
Pseudomonas oryzihabitans,47885,5.0
Pseudomonas parafulva,157782,6.0
Pseudomonas plecoglossicida,70775,7.0
Pseudomonas poae,200451,5.0
Pseudomonas protegens,380021,5.0
Pseudomonas pseudoalcaligenes,330,4.0
Pseudomonas psychrotolerans,237610,5.0
Pseudomonas putida,303,7.0
Pseudomonas resinovorans,53412,5.0
Pseudomonas rhizosphaerae,216142,6.0
Pseudomonas savastanoi,29438,5.0
Pseudomonas silesiensis,1853130,7.0
Pseudomonas sp. 31-12,2201356,6.0
Pseudomonas sp. ATCC 13867,1294143,5.0
Pseudomonas sp. CC6-YY-74,1930532,6.0
Pseudomonas sp. CCOS 191,1649877,7.0
Pseudomonas sp. DR 5-09,1534110,6.0
Pseudomonas sp. FDAARGOS_380,2018067,6.0
Pseudomonas sp. FGI182,1259844,7.0
Pseudomonas sp. GR 6-02,1659194,6.0
Pseudomonas sp. HLS-6,2049589,7.0
Pseudomonas sp. JY-Q,1338689,7.0
Pseudomonas sp. LG1D9,2083054,6.0
Pseudomonas sp. LG1E9,2219057,6.0
Pseudomonas sp. LH1G9,2083055,6.0
Pseudomonas sp. LPH1,1898684,4.0
Pseudomonas sp. Lz4W,1206777,5.0
Pseudomonas sp. M30-35,1981174,4.0
Pseudomonas sp. MRSN12121,1611770,5.0
Pseudomonas sp. MS586,1785145,5.0
Pseudomonas sp. MYb193,1827300,6.0
Pseudomonas sp. NC02,2067572,5.0
Pseudomonas sp. Os17,1500686,6.0
Pseudomonas sp. PONIH3,1636610,7.0
Pseudomonas sp. R2A2,2213057,4.0
Pseudomonas sp. S-6-2,1931241,3.0
Pseudomonas sp. SWI36,2083052,7.0
Pseudomonas sp. SWI44,2083053,7.0
Pseudomonas sp. SWI6,2083051,9.0
Pseudomonas sp. St29,1500687,6.0
Pseudomonas sp. StFLB209,1028989,6.0
Pseudomonas sp. TCU-HL1,1856685,5.0
Pseudomonas sp. TKP,1415630,5.0
Pseudomonas sp. URMO17WK12:I11,1283291,6.5
Pseudomonas sp. UW4,1207075,7.0
Pseudomonas sp. VLB120,69328,7.0
Pseudomonas sp. XWY-1,2069256,7.0
Pseudomonas sp. phDV1,253237,4.0
Pseudomonas stutzeri,316,4.0
